Line	POP_CODE	Caste system	Family	Genus	Species	Colony Tag	Samples	Year	Month	Day	Locality	Country	Type	n_colonies	n_colonies	n_collections	Method	n_eggs_M	n_eggs_F	SR_eggs	n_larvae_M	n_larvae_F	n_workers_M	n_workers_F	SR_workers	n_soldiers_M	n_soldiers_F	SR_soldiers	n_immatures_M	n_immatures_F	SR_immatures	n_forked_neuters_NO_soldiers_M	n_forked_neuters_NO_soldiers_F	SR_forked_neuters_NO_soldiers	n_forked_neuters_WITH_soldiers_M	n_forked_neuters_WITH_soldiers_F	SR_forked_neuters_WITH_soldiers	n_nymphs_M	n_nymphs_F	SR_nymphs	n_linear_immatures_&_soldiers_M	n_linear_immatures_&_soldiers_F	SR_linear_immatures_soldiers	n_neotenics_M	n_neotenics_F	n_neotenicsX_M	n_neotenicsX_F	n_primaries_M	n_primaries_F	n_alates_M	n_alates_F	n_alates_tot	alate_type	SR_alates	n_nymphs+alates_M	n_nymphs+alates_F	Reproductives in the nest	Colony-level_linear_forked	n_males	n_females	n_tot	SR (prop_fem)	References	Comments on reference	Additional comments on data
952	H_HetInd	Bifurcated	Heterotermitidae	Heterotermes	indicola	20	1	2004	July	23	Lahore	Pakistan	Sample	Single collection,possibly several colonies	++?	1	Light trap																																	121	3	124	Flown	0.024193548			NA	Alates	121	3	124	0.024193548	Aihetasham & Akhtar 2008: Table 2		
953	H_HetInd	Bifurcated	Heterotermitidae	Heterotermes	indicola	21	1	2004	July	26	Lahore	Pakistan	Sample	Single collection,possibly several colonies	++?	1	Light trap																																	134	2	136	Flown	0.014705882			NA	Alates	134	2	136	0.014705882	Aihetasham & Akhtar 2008: Table 2		
954	H_HetInd	Bifurcated	Heterotermitidae	Heterotermes	indicola	22	1	2004	July	27	Lahore	Pakistan	Sample	Single collection,possibly several colonies	++?	1	Light trap																																	90	7	97	Flown	0.072164948			NA	Alates	90	7	97	0.072164948	Aihetasham & Akhtar 2008: Table 2		
955	H_HetInd	Bifurcated	Heterotermitidae	Heterotermes	indicola	23	1	2004	July	28	Lahore	Pakistan	Sample	Single collection,possibly several colonies	++?	1	Light trap																																	98	3	101	Flown	0.02970297			NA	Alates	98	3	101	0.02970297	Aihetasham & Akhtar 2008: Table 2		
956	H_HetInd	Bifurcated	Heterotermitidae	Heterotermes	indicola	24	1	2004	July	30	Lahore	Pakistan	Sample	Single collection,possibly several colonies	++?	1	Light trap																																	28	66	94	Flown	0.70212766			NA	Alates	28	66	94	0.70212766	Aihetasham & Akhtar 2008: Table 2		
957	H_HetInd	Bifurcated	Heterotermitidae	Heterotermes	indicola	25	1	2004	July	31	Lahore	Pakistan	Sample	Single collection,possibly several colonies	++?	1	Light trap																																	43	117	160	Flown	0.73125			NA	Alates	43	117	160	0.73125	Aihetasham & Akhtar 2008: Table 2		
958	H_HetInd	Bifurcated	Heterotermitidae	Heterotermes	indicola	26	1	2004	August	1	Lahore	Pakistan	Sample	Single collection,possibly several colonies	++?	1	Light trap																																	50	58	108	Flown	0.537037037			NA	Alates	50	58	108	0.537037037	Aihetasham & Akhtar 2008: Table 2		
959	H_HetInd	Bifurcated	Heterotermitidae	Heterotermes	indicola	27	1	2004	August	2	Lahore	Pakistan	Sample	Single collection,possibly several colonies	++?	1	Light trap																																	65	82	147	Flown	0.557823129			NA	Alates	65	82	147	0.557823129	Aihetasham & Akhtar 2008: Table 2		
960	H_RetChi	Bifurcated	Heterotermitidae	Reticulitermes	chinensis	1	1	2013			Wuhan	China	Sample	Several collections, several colonies	5	++	Field collected, lab emergence						98	102	0.51	110	90	0.45				98	102	0.51	208	192	0.48	94	106											331	469	800	Unflown (white, black), Flown (flying, dealates)	0.58625			NA	Alates	331	469	800	0.58625	Li et al. 2015	"nymphs are N6; white alates (80M, 120F), black alates (75M, 125F), flying alates (88M, 112F), dealates (88M, 112F)"	
961	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	1	1	1979				USA	Sample	Single collection, single colony	1	1																																		99	112	211	Unflown	0.53			NA	Alates	99	112	211	0.53	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
962	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	2	1	1979				USA	Sample	Single collection, single colony	1	1																																		115	106	221	Unflown	0.48			NA	Alates	115	106	221	0.48	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
963	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	3	1	1979				USA	Sample	Single collection, single colony	1	1																																		87	120	207	Unflown	0.58			NA	Alates	87	120	207	0.58	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
964	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	4	1	1979				USA	Sample	Single collection, single colony	1	1																																		118	35	153	Unflown	0.23			NA	Alates	118	35	153	0.23	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
965	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	5	1	1979				USA	Sample	Single collection, single colony	1	1																																		136	80	216	Unflown	0.37			NA	Alates	136	80	216	0.37	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
966	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	6	1	1979				USA	Sample	Single collection, single colony	1	1																																		171	43	214	Unflown	0.2			NA	Alates	171	43	214	0.2	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
967	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	7	1	1979				USA	Sample	Single collection, single colony	1	1																																		122	88	210	Unflown	0.42			NA	Alates	122	88	210	0.42	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
968	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	8	1	1979				USA	Sample	Single collection, single colony	1	1																																		92	122	214	Unflown	0.57			NA	Alates	92	122	214	0.57	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
969	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	9	1	1979				USA	Sample	Single collection, single colony	1	1																																		96	103	199	Unflown	0.52			NA	Alates	96	103	199	0.52	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
970	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	10	1	1979				USA	Sample	Single collection, single colony	1	1																																		70	142	212	Unflown	0.67			NA	Alates	70	142	212	0.67	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
971	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	11	1	1979				USA	Sample	Single collection, single colony	1	1																																		98	110	208	Unflown	0.53			NA	Alates	98	110	208	0.53	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
972	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	12	1	1979				USA	Sample	Single collection, single colony	1	1																																		94	110	204	Unflown	0.54			NA	Alates	94	110	204	0.54	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
973	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	13	1	1979				USA	Sample	Single collection, single colony	1	1																																		123	64	187	Unflown	0.34			NA	Alates	123	64	187	0.34	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
974	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	14	1	1979				USA	Sample	Single collection, single colony	1	1																																		94	120	214	Unflown	0.56			NA	Alates	94	120	214	0.56	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
975	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	15	1	1980				USA	Sample	Single collection, single colony	1	1																																		86	90	176	Unflown	0.51			NA	Alates	86	90	176	0.51	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
976	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	16	1	1980				USA	Sample	Single collection, single colony	1	1																																		81	59	140	Unflown	0.42			NA	Alates	81	59	140	0.42	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
977	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	17	1	1980				USA	Sample	Single collection, single colony	1	1																																		108	99	207	Unflown	0.48			NA	Alates	108	99	207	0.48	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
978	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	18	1	1980				USA	Sample	Single collection, single colony	1	1																																		99	60	159	Unflown	0.38			NA	Alates	99	60	159	0.38	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
979	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	19	1	1980				USA	Sample	Single collection, single colony	1	1																																		38	47	85	Unflown	0.55			NA	Alates	38	47	85	0.55	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
980	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	20	1	1980				USA	Sample	Single collection, single colony	1	1																																		106	106	211	Unflown	0.5			NA	Alates	106	106	211	0.5	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
981	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	21	1	1980				USA	Sample	Single collection, single colony	1	1																																		76	82	158	Unflown	0.52			NA	Alates	76	82	158	0.52	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
982	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	22	1	1980				USA	Sample	Single collection, single colony	1	1																																		41	29	70	Unflown	0.41			NA	Alates	41	29	70	0.41	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
983	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	23	1	1980				USA	Sample	Single collection, single colony	1	1																																		103	111	214	Unflown	0.52			NA	Alates	103	111	214	0.52	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
984	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	24	1	1980				USA	Sample	Single collection, single colony	1	1																																		100	128	228	Unflown	0.56			NA	Alates	100	128	228	0.56	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
985	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	25	1	1980				USA	Sample	Single collection, single colony	1	1																																		108	92	200	Unflown	0.46			NA	Alates	108	92	200	0.46	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
986	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	26	1	1980				USA	Sample	Single collection, single colony	1	1																																		119	98	217	Unflown	0.45			NA	Alates	119	98	217	0.45	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
987	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	27	1	1980				USA	Sample	Single collection, single colony	1	1																																		122	100	222	Unflown	0.45			NA	Alates	122	100	222	0.45	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
988	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	28	1	1980				USA	Sample	Several collections, single colony	1	2																																		113	165	278	Flown	0.59352518			NA	Alates	113	165	278	0.59352518	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
989	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	29	1	1980				USA	Sample	Single collection, single colony	1	1																																		108	92	200	Flown	0.46			NA	Alates	108	92	200	0.46	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
990	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	30	1	1980				USA	Sample	Single collection, single colony	1	1																																		110	98	208	Flown	0.47			NA	Alates	110	98	208	0.47	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
991	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	31	1	1980				USA	Sample	Several collections, single colony	1	3																																		163	51	214	Flown	0.238317757			NA	Alates	163	51	214	0.238317757	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
992	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	32	1	1980				USA	Sample	Single collection, single colony	1	1																																		34	28	62	Flown	0.45			NA	Alates	34	28	62	0.45	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
993	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	33	1	1980				USA	Sample	Several collections, single colony	1	2																																		144	96	240	Flown	0.4			NA	Alates	144	96	240	0.4	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
994	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	34	1	1980				USA	Sample	Several collections, single colony	1	2																																		101	140	241	Flown	0.580912863			NA	Alates	101	140	241	0.580912863	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
995	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	35	1	1980				USA	Sample	Several collections, single colony	1	3																																		164	127	291	Flown	0.436426117			NA	Alates	164	127	291	0.436426117	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
996	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	36	1	1980				USA	Sample	Single collection, single colony	1	1																																		56	50	106	Flown	0.47			NA	Alates	56	50	106	0.47	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
997	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	37	1	1980				USA	Sample	Single collection, single colony	1	1																																		94	114	208	Flown	0.55			NA	Alates	94	114	208	0.55	R. W. Howard & E. J. Mallette, unpubl. In Jones et al. (1988)		
998	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	38	1	1981				USA	Sample	Single collection, single colony	1	1																			189	121	0.39													147	54	201	Unflown	0.27			NA	Alates	147	54	201	0.27	S. C. Jones, unpubl. In Jones et al. (1988)		
999	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	39	1	1981				USA	Sample	Single collection, single colony	1	1																			92	118	0.56													110	90	200	Unflown	0.45			NA	Alates	110	90	200	0.45	S. C. Jones, unpubl. In Jones et al. (1988)		
1000	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	40	1	1981				USA	Sample	Single collection, single colony	1	1																			156	156	0.5													131	121	252	Unflown	0.48			NA	Alates	131	121	252	0.48	S. C. Jones, unpubl. In Jones et al. (1988)		
1001	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	41	1	1981				USA	Sample	Single collection, single colony	1	1																			129	94	0.42													151	118	269	Unflown	0.44			NA	Alates	151	118	269	0.44	S. C. Jones, unpubl. In Jones et al. (1988)		
1002	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	42	1	1981				USA	Sample	Single collection, single colony	1	1																			101	101	0.5													54	49	103	Unflown	0.48			NA	Alates	54	49	103	0.48	S. C. Jones & R. W. Howard, unpubl. In Jones et al. (1988)		
1003	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	43	1	1977	April	18	Amherst, Massachusetts	USA	Sample	Single collection, single colony	1	1							54	42		3	4					54	42	0.44	57	46	0.448932039	0	0														0					None from nymphal line	NA	NA	NA	NA	Zimet & Stuart 1982: 3		
1004	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	44	1	1979	July	22	Amherst, Massachusetts	USA	Sample	Single collection, single colony	1	1							56	44		2	5					56	44	0.44	58	49	0.457943925	2	0														0					Nymphs	2	0	2	0	Zimet & Stuart 1982: 3		
1005	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	45	1	1979	July	23	Amherst, Massachusetts	USA	Sample	Single collection, single colony	1	1							53	34		4	5					53	34	0.39	57	39	0.405520833	5	4														0					Nymphs	5	4	9	0.444444444	Zimet & Stuart 1982: 3		
1006	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	46	1	1979	July	23	Amherst, Massachusetts	USA	Sample	Single collection, single colony	1	1							55	45		1	0					55	45	0.45	56	45	0.445544554	4	0														0					Nymphs	4	0	4	0	Zimet & Stuart 1982: 3		
1007	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	47	1	1979	July	26	Amherst, Massachusetts	USA	Sample	Single collection, single colony	1	1							42	32		1	0					42	32	0.43	43	32	0.424266667	0	0														0					None from nymphal line	NA	NA	NA	NA	Zimet & Stuart 1982: 3		
1008	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	48	1	1979	July	26	Amherst, Massachusetts	USA	Sample	Single collection, single colony	1	1							17	15		0	1					17	15	0.47	17	16	0.486060606	1	0														0					Nymphs	1	0	1	0	Zimet & Stuart 1982: 3		
1009	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	49	1	1979	August	25	Amherst, Massachusetts	USA	Sample	Single collection, single colony	1	1							20	16		4	5					20	16	0.44	24	21	0.463111111	4	2														0					Nymphs	4	2	6	0.333333333	Zimet & Stuart 1982: 3		
1010	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes							USA																																						NA	NA	NA	Flown	0.5				Alates	NA	NA	NA	0.5	Snyder 1934: 192		
1011	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	3 colonies	1	NA			Brazos, Texas	USA	Sample	Single collection, several colonies	3	1	Lab-held nest									NA	NA	0.56	NA	NA	0.507	NA	NA	0.507				NA	NA	0.534													0					Nymphs	NA	NA	NA	0.534	Dean & Gold 2004	immatures are pseudergates	
1012	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	NA	1	2002	Spring		Texas	USA	Sample	Several collections, several colonies	+++	+++	Pest control ethanol collection																																	NA	NA	240++	NA	0.53				Alates	NA	NA	NA	0.53	Dean & Gold 2004		
1013	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	Log A	1	2008	November		Whitehall Forest, Georgia	USA	Sample	Single collection, single colony	1	1	Field nest						226	174		157	309					226	174	0.435	383	483	0.557736721	155	200					306	335	424	5			351	271	622	Unflown	0.435691318	506	471	Neotenics	Nymphs+alates	506	471	977	0.482088025	Hu & Forschler 2012: Table 1	additional neotenics category: Black-headed neotenics (373M, 5F), Black neotenics (51M, 0F)	
1014	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	Log B	1	2004			Whitehall Forest, Georgia	USA	Sample	Single collection, single colony	1	1	Field nest						34	20		133	125					34	20	0.37037037	167	145	0.46474359	0	0					243	774	94	5						0				Neotenics	None from nymphal line	NA	NA	NA	NA	Hu & Forschler 2012: Table 1	additional neotenics category: Black-headed neotenics (94M, 5F)	
1015	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	Log C	1	2009			Whitehall Forest, Georgia	USA	Sample	Single collection, single colony	1	1	Field nest						137	68		11	21					137	68	0.331707317	148	89	0.375527426	5	13					4	14	6	3						0				Neotenics	Nymphs	5	13	18	0.722222222	Hu & Forschler 2012: Table 1	additional neotenics category: Black-headed neotenics (1M, 3F), Black neotenics (5M, 0F)	
1016	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	1		2003			Whitehall Forest, Georgia	USA	Total	Single collection, single colony	1	1	Lab-held nest, year 5						113	65		11	6					113	65	0.365168539	124	71	0.364102564	8	9					6	41	6	5						0				Neotenics	Nymphs	8	9	17	0.529411765	Hu & Forschler 2012: Table 2	additional neotenics category: Black-headed neotenics (6M, 5F)	
1017	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	2		2003			Whitehall Forest, Georgia	USA	Total	Single collection, single colony	1	1	Lab-held nest, year 5						155	48		17	12					155	48	0.236453202	172	60	0.25862069	81	132					0	2								0				Neotenics	Nymphs	81	132	213	0.61971831	Hu & Forschler 2012: Table 2		
1018	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	3		2000			Whitehall Forest, Georgia	USA	Total	Single collection, single colony	1	1	Lab-held nest, year 8						97	60		68	43					97	60	0.382165605	165	103	0.384328358	61	10														0				2K,  1Q	Nymphs	61	10	71	0.14084507	Hu & Forschler 2012: Table 2		
1019	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	4		2003			Whitehall Forest, Georgia	USA	Total	Single collection, single colony	1	1	Lab-held nest, year 5						84	43		33	46					84	43	0.338582677	117	89	0.432038835	1	1														0				PQ + PK	Nymphs	1	1	2	0.5	Hu & Forschler 2012: Table 2		
1020	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	5		2003			Whitehall Forest, Georgia	USA	Total	Single collection, single colony	1	1	Lab-held nest, year 5						135	91		32	26					135	91	0.402654867	167	117	0.411971831	0	0														0				PQ + PK	None from nymphal line	NA	NA	NA	NA	Hu & Forschler 2012: Table 2		
1021	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	6		2003			Whitehall Forest, Georgia	USA	Total	Single collection, single colony	1	1	Lab-held nest, year 5						82	33		31	7					82	33	0.286956522	113	40	0.261437908	1	1														0				PQ + PK	Nymphs	1	1	2	0.5	Hu & Forschler 2012: Table 2		
1022	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	7		2004			Whitehall Forest, Georgia	USA	Total	Single collection, single colony	1	1	Lab-held nest, year 5						84	35		9	3					84	35	0.294117647	93	38	0.290076336	0	2														0				PQ + PK	Nymphs	0	2	2	1	Hu & Forschler 2012: Table 2		
1023	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	8		1995			Whitehall Forest, Georgia	USA	Total	Single collection, single colony	1	1	Lab-held nest, year 14						127	47		19	26					127	47	0.270114943	146	73	0.333333333	0	4														0				PQ + PK	Nymphs	0	4	4	1	Hu & Forschler 2012: Table 2		
1024	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	43 colonies	1	NA			Texas and Massachusetts	USA	Sample	Several collections, several colonies	43	43	Field nest																																	4342	3440	7782	Unflown					Alates	4342	3440	7782	0.442	Kobayashi et al. 2013		
1025	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	NA	1	NA			Landes	France	Sample	Possibly several colonies	++?	++?																																		NA	NA	NA	Flown	0.5				Alates	NA	NA	NA	0.5	Buchli 1958: 397	"Buchli (1958: 269) treats on both R. lucifugus [= lucifugus lucifugus in Krishna et al. (2013; Vol. 3: 841)] and R. lucifugus santonensis [= flavipes in Krishna et al. (2013; Vol. 3: 811)] but Buchli (1958: 397) also reports sex ratio data on R. lucifugus des Eyzies (Dordogne) [= grassei in Krishna et al. (2013; Vol. 3: 818) and Jones et al. (1988: 108)]."	Males and females in about equal numbers
1026	H_RetFla	Bifurcated	Heterotermitidae	Reticulitermes	flavipes	NA	NA	NA			NA	NA	NA	NA																																				NA	NA	NA	NA	0.5				Alates	NA	NA	NA	0.5	Roonwal & Chhotani (1989: 88)		
1027	H_RetGra	Bifurcated	Heterotermitidae	Reticulitermes	grassei	1	1	NA			Eyzies, Dordogne	France	Sample	Single collection, single colony	1	1																																		NA	NA	NA	Flown	0.7				Alates	NA	NA	NA	0.7	Buchli 1958: 397	"Buchli (1958: 269) treats on both R. lucifugus [= lucifugus lucifugus in Krishna et al. (2013; Vol. 3: 841)] and R. lucifugus santonensis [= flavipes in Krishna et al. (2013; Vol. 3: 811)] but Buchli (1958: 397) also reports sex ratio data on R. lucifugus des Eyzies (Dordogne) [= grassei in Krishna et al. (2013; Vol. 3: 818) and Jones et al. (1988: 108)]."	Expressed in percentage in original reference
1028	H_RetGra	Bifurcated	Heterotermitidae	Reticulitermes	grassei	2	1	NA			Eyzies, Dordogne	France	Sample	Single collection, single colony	1	1																																		NA	NA	NA	Flown	0.81				Alates	NA	NA	NA	0.81	Buchli 1958: 397	"Buchli (1958: 269) treats on both R. lucifugus [= lucifugus lucifugus in Krishna et al. (2013; Vol. 3: 841)] and R. lucifugus santonensis [= flavipes in Krishna et al. (2013; Vol. 3: 811)] but Buchli (1958: 397) also reports sex ratio data on R. lucifugus des Eyzies (Dordogne) [= grassei in Krishna et al. (2013; Vol. 3: 818) and Jones et al. (1988: 108)]."	Expressed in percentage in original reference
1029	H_RetGra	Bifurcated	Heterotermitidae	Reticulitermes	grassei	3	1	NA			Eyzies, Dordogne	France	Sample	Single collection, single colony	1	1																																		NA	NA	NA	Flown	0.11				Alates	NA	NA	NA	0.11	Buchli 1958: 397	"Buchli (1958: 269) treats on both R. lucifugus [= lucifugus lucifugus in Krishna et al. (2013; Vol. 3: 841)] and R. lucifugus santonensis [= flavipes in Krishna et al. (2013; Vol. 3: 811)] but Buchli (1958: 397) also reports sex ratio data on R. lucifugus des Eyzies (Dordogne) [= grassei in Krishna et al. (2013; Vol. 3: 818) and Jones et al. (1988: 108)]."	Expressed in percentage in original reference
1030	H_RetGra	Bifurcated	Heterotermitidae	Reticulitermes	grassei	4	1	NA			Eyzies, Dordogne	France	Sample	Single collection, single colony	1	1																																		NA	NA	NA	Flown	0.64				Alates	NA	NA	NA	0.64	Buchli 1958: 397	"Buchli (1958: 269) treats on both R. lucifugus [= lucifugus lucifugus in Krishna et al. (2013; Vol. 3: 841)] and R. lucifugus santonensis [= flavipes in Krishna et al. (2013; Vol. 3: 811)] but Buchli (1958: 397) also reports sex ratio data on R. lucifugus des Eyzies (Dordogne) [= grassei in Krishna et al. (2013; Vol. 3: 818) and Jones et al. (1988: 108)]."	Expressed in percentage in original reference
1031	H_RetGra	Bifurcated	Heterotermitidae	Reticulitermes	grassei	5	1	NA			Eyzies, Dordogne	France	Sample	Single collection, single colony	1	1																																		NA	NA	NA	Flown	0.14				Alates	NA	NA	NA	0.14	Buchli 1958: 397	"Buchli (1958: 269) treats on both R. lucifugus [= lucifugus lucifugus in Krishna et al. (2013; Vol. 3: 841)] and R. lucifugus santonensis [= flavipes in Krishna et al. (2013; Vol. 3: 811)] but Buchli (1958: 397) also reports sex ratio data on R. lucifugus des Eyzies (Dordogne) [= grassei in Krishna et al. (2013; Vol. 3: 818) and Jones et al. (1988: 108)]."	"Expressed in percentage in original reference; This data was missing from Jones et al. (1988)"
1032	H_RetHag	Bifurcated	Heterotermitidae	Reticulitermes	hageni	1	1	2008-2009			Sapelo Island, Georgia	USA	Sample	Several collections, several colonies	NA	16-90							NA	NA	0.414937759	NA	NA	0.37037037				NA	NA	0.414937759				NA	NA	0.240963855													0					Nymphs	NA	NA	NA	0.240963855	Hu & Forschler 2011		Overall, 3.3% samples are female-skewed, 64.4% neutral and 32.2% male-skewed
1033	H_RetHes	Bifurcated	Heterotermitidae	Reticulitermes	hesperus	1	1	1981				USA	Sample	Single collection, single colony	1	1																																		34	9	43	Flown	0.21			NA	Alates	34	9	43	0.21	M. K. Rust & R. W. Howard, unpubl. In Jones et al. (1988)		
1034	H_RetHes	Bifurcated	Heterotermitidae	Reticulitermes	hesperus	2	1	1977				USA	Sample	Single collection, single colony	1	1																																		94	63	157	Flown	0.4			NA	Alates	94	63	157	0.4	M. K. Rust & R. W. Howard, unpubl. In Jones et al. (1988)		
1035	H_RetHes	Bifurcated	Heterotermitidae	Reticulitermes	hesperus	3	1	1977				USA	Sample	Single collection, single colony	1	1																																		90	77	167	Flown	0.46			NA	Alates	90	77	167	0.46	M. K. Rust & R. W. Howard, unpubl. In Jones et al. (1988)		
1036	H_RetHes	Bifurcated	Heterotermitidae	Reticulitermes	hesperus	4	1	1979				USA	Sample	Single collection, single colony	1	1																																		22	25	47	Flown	0.53			NA	Alates	22	25	47	0.53	M. K. Rust & R. W. Howard, unpubl. In Jones et al. (1988)		
